Name;Set;Imagefile;Side;Culture;Type;Twilight;Strength;Vitality;Resistance;Signet/Site#;Unique;Set#;Rarity;Card#;Notes;Lore;Text
Gorgoroth Agitator;SiegeOfGondor;LOTR08094;Shadow;Sauron;Minion - Orc;03;09;2;;5;;08;U;094;;;Besieger. To play, spot a [SAURON] Orc. When you play this minion, if you can spot another besieger, you may add a threat for each companion over 4. Shadow: Remove a threat to play a [SAURON] engine from your discard pile.
Gorgoroth Assassin;SiegeOfGondor;LOTR08095;Shadow;Sauron;Minion - Orc;02;07;2;;5;;08;R;095;;;Besieger. Assignment: Spot a [SAURON] engine or a site you control to assign this minion to an unbound companion.
Gorgoroth Berserker;SiegeOfGondor;LOTR08096;Shadow;Sauron;Minion - Orc;05;12;3;;5;;08;R;096;;;Besieger. Enduring. To play, spot a [SAURON] Orc. Maneuver: If you have initiative, exert this minion twice to take control of a site. Maneuver: Remove a threat and exert this minion twice to take control of a site.
Gorgoroth Breaker;SiegeOfGondor;LOTR08097;Shadow;Sauron;Minion - Orc;03;09;2;;5;;08;U;097;;;Besieger. Archery: Exert this minion or stack it on a site you control to make the fellowship archery total -2.
Gorgoroth Looter;SiegeOfGondor;LOTR08098;Shadow;Sauron;Minion - Orc;03;09;2;;5;;08;U;098;;;Besieger. When you play this minion, you may remove a burden to play a besieger stacked on a site you control.
Gorgoroth Patrol;SiegeOfGondor;LOTR08099;Shadow;Sauron;Minion - Orc;04;10;2;;5;;08;U;099;;;Besieger. Regroup: If this minion is stacked on a site you control, discard this minion to make the move limit for this turn -1.
Gorgoroth Servitor;SiegeOfGondor;LOTR08100;Shadow;Sauron;Minion - Orc;04;10;2;;5;;08;U;100;;;Besieger. Archery: Return this minion to your hand to make the fellowship archery total -2 and prevent the Free Peoples player from using archery special abilities.
Gorgoroth Stormer;SiegeOfGondor;LOTR08101;Shadow;Sauron;Minion - Orc;04;10;2;;5;;08;C;101;;;Besieger. Shadow: If you have initiative, exert this minion to add a burden and make the Free Peoples player draw a card.
Great Hill Troll;SiegeOfGondor;LOTR08102;Shadow;Sauron;Minion - Troll;09;16;4;;6;;08;C;102;;;Besieger. Fierce. The twilight cost of this minion is -1 for each [SAURON] engine you spot. When you play this minion at sites 5[KING] to 9[KING], you may discard a Free Peoples condition.
Grond, Hammer of the Underworld;SiegeOfGondor;LOTR08103;Shadow;Sauron;Possession - Support Area;03;;;;;U;08;R;103;;;Engine. Shadow: Play a [SAURON] minion to add a [SAURON] token here. Regroup: Remove X [SAURON] tokens here to discard a Free Peoples card (except a companion) with a twilight cost of X. Discard a [SAURON] minion or this possession.
Grond, Hammer of the Underworld (T);SiegeOfGondor;LOTR08103T;Shadow;Sauron;Possession - Support Area;03;;;;;U;08;R;103T;Tengwar;;Engine. Shadow: Play a [SAURON] minion to add a [SAURON] token here. Regroup: Remove X [SAURON] tokens here to discard a Free Peoples card (except a companion) with a twilight cost of X. Discard a [SAURON] minion or this possession.
Morgai;SiegeOfGondor;LOTR08104;Shadow;Sauron;Condition - Support Area;02;;;;;U;08;C;104;;;While you can spot a [SAURON] minion at site 5[KING], the Shadow has initiative, regardless of the Free Peoples player's hand. Response: If a companion is played, discard a [SAURON] card from hand to take control of a site. Discard this condition.
Olog-hai of Mordor;SiegeOfGondor;LOTR08105;Shadow;Sauron;Minion - Troll;10;18;4;;5;;08;R;105;;;Besieger. Fierce. The twilight cost of this minion is -2 for each [SAURON] minion stacked on a site. Each time this minion wins a skirmish, you may play a besieger stacked on a site you control. That besieger is fierce and damage +1 until the regroup phase.
Siege Troop;SiegeOfGondor;LOTR08106;Shadow;Sauron;Minion - Orc;08;20;4;;5;;08;C;106;;;Besieger. Regroup: Exert this minion twice to take control of a site.
Their Marching Companies;SiegeOfGondor;LOTR08107;Shadow;Sauron;Condition - Support Area;01;;;;;;08;U;107;;;Engine. To play, spot a [SAURON] minion. Regroup: Remove a threat to stack your [SAURON] minion on a site you control. Shadow: Remove a threat to play a [SAURON] minion stacked on a site you control.
Troll of Gorgoroth, Abomination of Sauron;SiegeOfGondor;LOTR08108;Shadow;Sauron;Minion - Troll;10;14;4;;5;U;08;R;108;;;Besieger. Fierce. To play, spot a [SAURON] Orc. The twilight cost of Troll of Gorgoroth is -2 for each [SAURON] engine you spot. Regroup: Exert Troll of Gorgoroth to stack your besieger on a site you control.
Closer and Closer He Bent;SiegeOfGondor;LOTR08109;Free;Shire;Condition - Support Area;00;;;;;;08;C;109;;;Regroup: Exert an unbound Hobbit and add a burden to reveal your hand. Place each Free Peoples card revealed this way beneath your draw deck.
Morgai Foothills;SiegeOfGondor;LOTR08110;Free;Shire;Condition - Support Area;00;;;;;U;08;U;110;;;When the fellowship moves from site 4[KING], remove [1] for each Ring-bound companion you spot. Regroup: Discard a card from hand for each Ring-bound companion you spot. Discard this condition.
So Fair, So Desperate;SiegeOfGondor;LOTR08111;Free;Shire;Event - Skirmish;01;;;;;;08;C;111;;;If the Shadow has initiative, add a threat to make an unbound Hobbit strength +1 for each [SHIRE] card you spot.
Song of the Shire;SiegeOfGondor;LOTR08112;Free;Shire;Condition - Support Area;01;;;;;;08;U;112;;;Fellowship: Exert a [SHIRE] companion and either a [ROHAN] companion or a [GANDALF] companion to add a [SHIRE] token here. Skirmish: Remove a [SHIRE] token here to prevent an unbound companion from being overwhelmed unless his or her strength is tripled.
Sting, Bane of the Eight Legs;SiegeOfGondor;LOTR08113;Free;Shire;Possession - Hand Weapon;01;+2;;;;U;08;R;113;;;Bearer must be Frodo or Sam. Response: If a fierce skirmish involving bearer is about to end, add a threat to discard a minion involved in that skirmish.
Straining Towards Us;SiegeOfGondor;LOTR08114;Free;Shire;Event - Regroup;00;;;;;;08;C;114;;;Exert Frodo to remove [1] for each Frodo signet you spot.
Unheeded;SiegeOfGondor;LOTR08115;Free;Shire;Event - Response;00;;;;;;08;R;115;;;If a minion exerts, exert an unbound Hobbit to wound that minion.
We Shall Meet Again Soon;SiegeOfGondor;LOTR08116;Free;Shire;Event - Response;00;;;;;;08;C;116;;;If the fellowship moves during the regroup phase, exert an unbound Hobbit to place a Shadow card from your discard pile on top of your draw deck.
The Dimholt;SiegeOfGondor;LOTR08117;Site;Site;Site;01;;;;3K;;08;U;117;;;Sanctuary. Underground. Fellowship: Add 3 threats to play an enduring companion from your draw deck.
City of the Dead;SiegeOfGondor;LOTR08118;Site;Site;Site;04;;;;4K;;08;U;118;;;Underground. Shadow: Remove 2 burdens to play an enduring minion from your draw deck or discard pile.
Crashed Gate;SiegeOfGondor;LOTR08119;Site;Site;Site;07;;;;5K;;08;U;119;;;At the start of the regroup phase, the Free Peoples player must add 3 threats or choose an opponent who may take control of a site.
Osgiliath Channel;SiegeOfGondor;LOTR08120;Site;Site;Site;06;;;;7K;;08;U;120;;;River. Regroup: Spot your minion and 6 companions to make the Free Peoples player choose to move again this turn.
Merry, Noble Warrior;SiegeOfGondor;LOTR08121;Free;Shire;Companion - Hobbit;02;05;4;06;Frodo;U;08;P;121;;;To play, spot a [ROHAN] companion. Skirmish: Discard 4 cards from hand to make Merry strength +2 for each [ROHAN] companion you spot.
Pippin, Guard of Minas Tirith;SiegeOfGondor;LOTR08122;Free;Shire;Companion - Hobbit;02;05;4;06;Frodo;U;08;P;122;;;To play, spot a [GONDOR] Man. Skirmish: Discard 4 cards from hand to wound a minion Pippin is skirmishing twice if that minion bears a fortification.
The One Ring, The Binding Ring;Reflections;LOTR09001;The One Ring;The One Ring;The One Ring;;+1;+1;;;U;09;R+;001;;;Fellowship: Add 2 burdens to play a ring from your draw deck. Maneuver: Exert bearer to wear The One Ring until the regroup phase. While wearing The One Ring, each time the Ring-bearer is about to take a wound, add a burden instead.
Freca, Hungry Savage;Reflections;LOTR09002;Shadow;Dunland;Minion - Man;04;09;1;;3;U;09;R+;002;;;When you play Freca, you may spot another [DUNLAND] Man to take control of a site. When Freca is killed, the Free Peoples player may liberate a site.
Durin III, Dwarven Lord;Reflections;LOTR09003;Free;Dwarven;Companion - Dwarf;04;07;4;06;;U;09;R+;003;;;Damage +1. While you can spot 2 Dwarves, Durin III is twilight cost -2. Durin III is strength +1 for each artifact and each possession he bears.
Gimli, Bearer of Grudges;Reflections;LOTR09004;Free;Dwarven;Companion - Dwarf;02;06;3;04;;U;09;R+;004;;;Damage +1. While Gimli is the Ring-bearer, at the start of each skirmish involving him, add 2 burdens or 2 threats. While Gimli is damage +X, he is resistance +X.
Linnar, Dwarven Lord;Reflections;LOTR09005;Free;Dwarven;Companion - Dwarf;02;07;3;06;;U;09;R;005;;;Each time a Dwarf wins a fierce skirmish, you may heal that Dwarf. Skirmish: Discard a [DWARVEN] card from hand to make a Dwarf damage +1.
Ring of Accretion;Reflections;LOTR09006;Free;Dwarven;Artifact - Ring;00;+1;;;;U;09;R;006;;;Bearer must be a Dwarf. Bearer is damage +1. Maneuver: For each Dwarf you spot, reveal a card from the top of your draw deck. Take all Free Peoples cards revealed into hand and discard the rest. Discard this artifact.
Ring of Fury;Reflections;LOTR09007;Free;Dwarven;Artifact - Ring;00;+1;;;;U;09;R+;007;;;Bearer must be a Dwarf. Bearer is damage +2. Regroup: Spot a Dwarf that is damage +X to heal X Dwarves. Discard this artifact.
Ring of Guile;Reflections;LOTR09008;Free;Dwarven;Artifact - Ring;00;+1;;;;U;09;R;008;;;Bearer must be a Dwarf. Bearer is damage +1. Maneuver: Take a [DWARVEN] event into hand from your discard pile. Discard this artifact.
Ring of Retribution;Reflections;LOTR09009;Free;Dwarven;Artifact - Ring;00;+1;+1;;;U;09;R;009;;;Bearer must be a Dwarf. Response: If bearer wins a skirmish, discard this artifact to exert each Orc.
Sindri, Dwarven Lord;Reflections;LOTR09010;Free;Dwarven;Companion - Dwarf;02;06;3;06;;U;09;R;010;;;You may play [DWARVEN] skirmish events stacked on [DWARVEN] conditions as if from hand.
Uri, Dwarven Lord;Reflections;LOTR09011;Free;Dwarven;Companion - Dwarf;02;05;4;06;;U;09;R;011;;;Skirmish: If Uri is damage +X, exert him to make him strength +X.
Aiglos;Reflections;LOTR09012;Free;Elven;Artifact;02;;+1;;;U;09;R+;012;;;Bearer must be an Elf. If bearer is Gil-galad, he is strength +1 for each [ELVEN] artifact you can spot (limit +6). Regroup: Discard Aiglos to wound a minion for each Elf you spot.
Elven Rope;Reflections;LOTR09013;Free;Elven;Possession;01;;;;;U;09;R;013;;;To play, spot an Elf. Bearer must be an Elf or Hobbit. Maneuver: Discard this possession to make a Shadow player return a minion with strength 6 or less to its owner's hand.
Galadriel, Bearer of Wisdom;Reflections;LOTR09014;Free;Elven;Companion - Elf;03;03;3;03;;U;09;R+;014;;;While Galadriel bears an artifact or The One Ring, she is resistance +1 for each [ELVEN] companion you can spot.
Gil-galad, Elven High King;Reflections;LOTR09015;Free;Elven;Companion - Elf;05;09;4;06;;U;09;R+;015;;;To play, spot 2 [ELVEN] companions. Regroup: Exert Gil-Galad to wound each wounded minion.
Glorfindel, Revealed in Wrath;Reflections;LOTR09016;Free;Elven;Companion - Elf;04;09;3;06;;U;09;R+;016;;;When Glorfindel is in your starting fellowship, his twilight cost is -2. Skirmish: Reveal the top card of your draw deck. You may exert Glorfindel to make a Nazgul he is skirmishing strength -X, where X is the twilight cost of the card revealed.
Knife of the Galadhrim;Reflections;LOTR09017;Free;Elven;Possession - Hand Weapon;01;+1;;;;U;09;R+;017;;;Bearer must be a [GONDOR] Man. If bearer is Aragorn, he may bear this hand weapon in addition to 1 other hand weapon. Skirmish: Discard this weapon to wound a minion bearer is skirmishing.
Merry's Dagger;Reflections;LOTR09018;Free;Elven;Possession - Hand Weapon;01;+2;;;;U;09;R;018;;;Bearer must be Merry. Skirmish: Exert Merry twice or discard this possession to wound a minion he is skirmishing. Any Shadow player may remove [1] to prevent this.
Narya, Ring of Fire;Reflections;LOTR09019;Free;Elven;Artifact - Ring;01;;+1;;;U;09;R;019;;;Bearer must be Cirdan or Gandalf. Fellowship: Remove X culture tokens, where X is equal to bearer's vitality. Discard this artifact.
Nenya, Ring of Adamant;Reflections;LOTR09020;Free;Elven;Artifact - Ring;00;;+1;;;U;09;R;020;;;Bearer must be Galadriel. Maneuver: Heal 2 companions and place up to 2 cards from hand on top of your draw deck. Discard this artifact.
Pippin's Dagger;Reflections;LOTR09021;Free;Elven;Possession - Hand Weapon;01;+2;;;;U;09;R;021;;;Bearer must be Pippin. Skirmish: Exert Pippin twice or discard this possession to wound a minion an Elf is skirmishing. Any Shadow player may remove [1] to prevent this.
Strands of Elven Hair;Reflections;LOTR09022;Free;Elven;Possession - Support Area;01;;;;;U;09;R;022;;;To play, spot a Dwarf. When you play this possession, add 2 [ELVEN] tokens here. Fellowship: Discard this possession or remove an [ELVEN] token from here to reveal the top card of your draw deck. If it is a [DWARVEN] or [ELVEN] card, you may take it into hand.
Vilya, Ring of Air;Reflections;LOTR09023;Free;Elven;Artifact - Ring;00;;+1;;;U;09;R;023;;;Bearer must be Elrond or Gil-galad. Skirmish: Discard the top card of your draw deck. Make a minion skirmishing an Elf strength -X, where X is the twilight cost of the discarded card. Discard this artifact.
Ent Draught;Reflections;LOTR09024;Free;Gandalf;Condition;01;;+1;;;;09;R;024;;;To play, spot an Ent. Bearer must be a companion. Limit 1 per bearer. Skirmish: Exert bearer to make him or her damage +1.
Huorn;Reflections;LOTR09025;Free;Gandalf;Companion - Tree;02;06;4;06;;;09;R;025;;;Damage +1. This companion is strength +1 for each Ent you spot. Response: If this companion is about to take a wound, exert an Ent to prevent that.
Radagast, The Brown;Reflections;LOTR09026;Free;Gandalf;Companion - Wizard;04;08;4;06;Gandalf;U;09;R+;026;;;The move limit is +1. Each time the fellowship moves during the regroup phase, each opponent may discard 2 cards to draw 2 cards.
Sent Back;Reflections;LOTR09027;Free;Gandalf;Condition - Support Area;02;;;;;;09;R;027;;;Skirmish: Discard this condition to discard each minion skirmishing a Wizard. Place that Wizard in your dead pile. Fellowship or Regroup: Play a Wizard (even if another copy of that Wizard is in your dead pile).
Gollum, Dark as Darkness;Reflections;LOTR09028;Shadow;Gollum;Minion;02;05;4;;3;U;09;R+;028;;;Shadow: Exert Gollum twice to exert the Ring-bearer. Shadow: Remove a burden to add [1]. Skirmish: Remove a burden to add [2]. Regroup: Remove a burden to add [3]. Regroup: Exert Gollum twice to wound the Ring-bearer.
Slippery as Fishes;Reflections;LOTR09029;Shadow;Gollum;Condition - Support Area;01;;;;;;09;R+;029;;;While Gollum is at a mountain, river, or underground site, he is strength +2. Regroup: Spot Gollum to reveal your hand. Place all Shadow cards revealed beneath your draw deck. Discard this condition.
Smeagol, Bearer of Great Secrets;Reflections;LOTR09030;Free;Gollum;Companion;00;03;4;07;;U;09;R+;030;You do not add a burden when you start this card as your Ring-bearer. (Your Ring-bearer is placed on the table, not played.) ;;Ring-bound. To play, add a burden. Each time the fellowship moves, place an unbound companion in the dead pile. Regroup: If Smeagol is the Ring-bearer, add 2 burdens to discard each minion.
Boromir, Bearer of Council;Reflections;LOTR09031;Free;Gondor;Companion - Man;03;07;3;06;;U;09;R+;031;;;While Boromir is the Ring-bearer, at the start of each skirmish involving him, add 3 burdens or wound him twice. Each time Boromir wins a skirmish, discard each minion he is skirmishing.
Elendil, The Tall;Reflections;LOTR09032;Free;Gondor;Companion - Man;05;08;5;06;;U;09;R+;032;;;To play, spot 2 [GONDOR] Men. Fellowship: Play an artifact on Elendil to make the move limit +1 for this turn. Regroup: Discard a [GONDOR] artifact to liberate a site.
Isildur, Bearer of Heirlooms;Reflections;LOTR09033;Free;Gondor;Companion - Man;03;07;3;06;;U;09;R+;033;;;While Isildur is the Ring-bearer, at the start of each skirmish involving him, add 2 burdens or exert 3 companions. While Isildur bears The One Ring or an artifact, each [GONDOR] knight is strength +1.
Narsil, Blade of the Faithful;Reflections;LOTR09034;Free;Gondor;Artifact - Hand Weapon;02;;+1;;;U;09;R+;034;;;Bearer must be a [GONDOR] Man. If bearer is Elendil or Isildur, he is strength +1 for each [GONDOR] artifact you can spot (limit +6). Response: If bearer is about to take a wound, exert 2 [GONDOR] Men to prevent that.
Sapling of the White Tree;Reflections;LOTR09035;Free;Gondor;Artifact - Support Area;01;;;;;;09;R;035;;;To play, spot an unbound [GONDOR] Man. Response: If a [GONDOR] Man is about to take a wound, discard this artifact to prevent that.
Scroll of Isildur;Reflections;LOTR09036;Free;Gondor;Artifact - Support Area;01;;;;;U;09;R;036;;;Tale.To play, spot a [GONDOR] Man. The Ring-bearer is resistance +1 for each [GONDOR] artifact you can spot (limit +3). Fellowship: Discard this artifact to play a ring from your discard pile.
Seeing Stone of Minas Anor;Reflections;LOTR09037;Free;Gondor;Artifact - Support Area;00;;;;;U;09;R;037;;;To play, spot a [GONDOR] Man with 3 or more vitality (or spot a [GONDOR] Man and add 2 threats). Regroup: Exert a [GONDOR] Man or discard this artifact to discard your hand and draw 3 cards.
Seeing Stone of Orthanc;Reflections;LOTR09038;Free;Gondor;Artifact - Support Area;00;;;;;U;09;R;038;;;To play, spot a [GONDOR] Man with 3 or more vitality (or spot a [GONDOR] Man and add 2 threats). Regroup: Add a threat or discard this artifact to remove [2] or to draw a card.
